,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,2H,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,h_Home_Scorerol,h_Away_Scorerol,h_fgarol,h_fg_pctrol,h_fg2arol,h_fg2_pctrol,h_fg3arol,h_fg3_pctrol,h_ftarol,h_ft_pctrol,h_opp_fgarol,h_opp_fg_pctrol,h_opp_fg2arol,h_opp_fg2_pctrol,h_opp_fg3arol,h_opp_fg3_pctrol,h_opp_ftarol,h_opp_ft_pctrol,Unnamed: 0,Date,season,h_team,a_team,elo1_pre,elo2_pre,elo_prob1,elo_prob2,h_final,a_final,Team,1st,2nd,3rd,4th,ML,h_1st,h_2nd,h_3rd,h_4th,h_ML,total,h_spread,winner,ranker,lead_changes,w_l,Home_Scorerol,Away_Scorerol,fgarol,fg_pctrol,fg2arol,fg2_pctrol,fg3arol,fg3_pctrol,ftarol,ft_pctrol,opp_fgarol,opp_fg_pctrol,opp_fg2arol,opp_fg2_pctrol,opp_fg3arol,opp_fg3_pctrol,opp_ftarol,opp_ft_pctrol
52,52,20161101,2017,SAS,UTA,1737.812056,1521.613239,0.860588529,0.139411471,91,106,Utah,38,16,19,33,435,99,22,21,20,-575,186,-9.5,A,2681,5,L ,,,,,,,,,,,,,,,,,,,52,20161101,2017,SAS,UTA,1737.812056,1521.613239,0.860588529,0.139411471,91,106,Utah,38,16,19,33,435,99,22,21,20,-575,186,-9.5,A,2681,5,L ,,,,,,,,,,,,,,,,,,
57,57,20161102,2017,ATL,LAL,1591.693548,1337.120445,0.885043892,0.114956108,116,123,LALakers,28,23,39,33,750,102,23,34,22,-1150,205,-12,A,2682,7,L ,,,,,,,,,,,,,,,,,,,57,20161102,2017,ATL,LAL,1591.693548,1337.120445,0.885043892,0.114956108,116,123,LALakers,28,23,39,33,750,102,23,34,22,-1150,205,-12,A,2682,7,L ,,,,,,,,,,,,,,,,,,
59,59,20161102,2017,BOS,CHI,1546.7977,1505.010662,0.693427368,0.306572632,107,100,Chicago,25,27,18,30,144,102.5,19,26,26,-164,207,-3,H,2683,1,W ,,,,,,,,,,,,,,,,,,,59,20161102,2017,BOS,CHI,1546.7977,1505.010662,0.693427368,0.306572632,107,100,Chicago,25,27,18,30,144,102.5,19,26,26,-164,207,-3,H,2683,1,W ,,,,,,,,,,,,,,,,,,
58,58,20161102,2017,BRK,DET,1332.955172,1511.706223,0.388569918,0.611430082,109,101,Detroit,30,25,26,20,-170,7,33,21,17,150,205,4,H,2684,3,W ,,,,,,,,,,,,,,,,,,,58,20161102,2017,BRK,DET,1332.955172,1511.706223,0.388569918,0.611430082,109,101,Detroit,30,25,26,20,-170,7,33,21,17,150,205,4,H,2684,3,W ,,,,,,,,,,,,,,,,,,
55,55,20161102,2017,CHO,PHI,1555.433933,1263.446428,0.905206432,0.094793568,109,93,Philadelphia,26,27,20,20,850,98.5,20,39,24,-1350,197,-12.5,H,2685,6,W ,,,,,,,,,,,,,,,,,,,55,20161102,2017,CHO,PHI,1555.433933,1263.446428,0.905206432,0.094793568,109,93,Philadelphia,26,27,20,20,850,98.5,20,39,24,-1350,197,-12.5,H,2685,6,W ,,,,,,,,,,,,,,,,,,
63,63,20161102,2017,LAC,OKC,1605.635196,1688.682586,0.524377424,0.475622576,83,85,OklahomaCity,23,26,16,20,240,105,17,25,17,-300,209,-7,A,2686,20,L ,,,,,,,,,,,,,,,,,,,63,20161102,2017,LAC,OKC,1605.635196,1688.682586,0.524377424,0.475622576,83,85,OklahomaCity,23,26,16,20,240,105,17,25,17,-300,209,-7,A,2686,20,L ,,,,,,,,,,,,,,,,,,
60,60,20161102,2017,MEM,NOP,1441.2798,1383.589355,0.712537304,0.287462696,89,83,NewOrleans,13,35,11,16,175,104,20,25,9,-205,207.5,-5,H,2687,9,W ,,,,,,,,,,,,,,,,,,,60,20161102,2017,MEM,NOP,1441.2798,1383.589355,0.712537304,0.287462696,89,83,NewOrleans,13,35,11,16,175,104,20,25,9,-205,207.5,-5,H,2687,9,W ,,,,,,,,,,,,,,,,,,
56,56,20161102,2017,NYK,HOU,1412.743612,1528.842034,0.476849074,0.523150926,99,118,Houston,33,35,32,18,-105,108,26,27,21,-115,219,-1,A,2688,3,L ,,,,,,,,,,,,,,,,,,,56,20161102,2017,NYK,HOU,1412.743612,1528.842034,0.476849074,0.523150926,99,118,Houston,33,35,32,18,-105,108,26,27,21,-115,219,-1,A,2688,3,L ,,,,,,,,,,,,,,,,,,
62,62,20161102,2017,PHO,POR,1367.630149,1562.536383,0.366717643,0.633282357,118,115,Portland,28,25,20,30,-150,3,29,19,27,130,216.5,2.5,H,2689,12,W ,,,,,,,,,,,,,,,,,,,62,20161102,2017,PHO,POR,1367.630149,1562.536383,0.366717643,0.633282357,118,115,Portland,28,25,20,30,-150,3,29,19,27,130,216.5,2.5,H,2689,12,W ,,,,,,,,,,,,,,,,,,
61,61,20161102,2017,UTA,DAL,1552.632959,1483.508906,0.725827779,0.274172221,97,81,Dallas,14,19,26,22,140,1.5,26,25,31,-160,186.5,-3,H,2690,2,W ,,,,,,,,,,,,,,,,,,,61,20161102,2017,UTA,DAL,1552.632959,1483.508906,0.725827779,0.274172221,97,81,Dallas,14,19,26,22,140,1.5,26,25,31,-160,186.5,-3,H,2690,2,W ,,,,,,,,,,,,,,,,,,
54,54,20161102,2017,WAS,TOR,1507.999681,1573.107246,0.55004611,0.44995389,103,113,Toronto,27,27,30,29,105,102,27,19,28,-125,205.5,-1.5,A,2691,7,L ,,,,,,,,,,,,,,,,,,,54,20161102,2017,WAS,TOR,1507.999681,1573.107246,0.55004611,0.44995389,103,113,Toronto,27,27,30,29,105,102,27,19,28,-125,205.5,-1.5,A,2691,7,L ,,,,,,,,,,,,,,,,,,
67,67,20161103,2017,CLE,BOS,1707.748486,1551.430455,0.813889677,0.186110323,128,122,Boston,25,26,32,39,450,107,32,32,28,-700,207,-10.5,H,2692,4,W ,,,,,,,,,,,,,,,,,,,67,20161103,2017,CLE,BOS,1707.748486,1551.430455,0.813889677,0.186110323,128,122,Boston,25,26,32,39,450,107,32,32,28,-700,207,-10.5,H,2692,4,W ,,,,,,,,,,,,,,,,,,
68,68,20161103,2017,GSW,OKC,1690.00689,1693.819697,0.634993126,0.365006874,122,96,OklahomaCity,32,11,27,26,525,107.5,37,30,24,-850,223,-12,H,2693,3,W ,,,,,,,,,,,,,,,,,,,68,20161103,2017,GSW,OKC,1690.00689,1693.819697,0.634993126,0.365006874,122,96,OklahomaCity,32,11,27,26,525,107.5,37,30,24,-850,223,-12,H,2693,3,W ,,,,,,,,,,,,,,,,,,
65,65,20161103,2017,MIL,IND,1415.03912,1515.542905,0.499274996,0.500725004,125,107,Indiana,30,27,22,28,-145,3.5,34,27,35,125,210.5,2.5,H,2694,11,W ,,,,,,,,,,,,,,,,,,,65,20161103,2017,MIL,IND,1415.03912,1515.542905,0.499274996,0.500725004,125,107,Indiana,30,27,22,28,-145,3.5,34,27,35,125,210.5,2.5,H,2694,11,W ,,,,,,,,,,,,,,,,,,
66,66,20161103,2017,MIN,DEN,1446.350415,1448.355463,0.637401661,0.362598339,99,102,Denver,25,30,33,14,145,100,24,14,24,-165,204.5,-3,A,2695,4,L ,,,,,,,,,,,,,,,,,,,66,20161103,2017,MIN,DEN,1446.350415,1448.355463,0.637401661,0.362598339,99,102,Denver,25,30,33,14,145,100,24,14,24,-165,204.5,-3,A,2695,4,L ,,,,,,,,,,,,,,,,,,
64,64,20161103,2017,ORL,SAC,1435.167978,1453.65555,0.615199895,0.384800105,102,94,Sacramento,29,21,28,16,-120,2,33,28,18,100,198,0,H,2696,6,W ,,,,,,,,,,,,,,,,,,,64,20161103,2017,ORL,SAC,1435.167978,1453.65555,0.615199895,0.384800105,102,94,Sacramento,29,21,28,16,-120,2,33,28,18,100,198,0,H,2696,6,W ,,,,,,,,,,,,,,,,,,
70,70,20161104,2017,BRK,CHO,1344.804412,1557.462973,0.3433243,0.6566757,95,99,Charlotte,23,20,30,26,-275,7,27,20,25,225,203,6.5,A,2697,1,L ,,,,,,,,,,,,,,,,,,,70,20161104,2017,BRK,CHO,1344.804412,1557.462973,0.3433243,0.6566757,95,99,Charlotte,23,20,30,26,-275,7,27,20,25,225,203,6.5,A,2697,1,L ,,,,,,,,,,,,,,,,,,
74,74,20161104,2017,CHI,NYK,1500.377907,1397.859245,0.7623834,0.2376166,104,117,NewYork,32,24,28,33,255,105,34,24,23,-320,210,-7.5,A,2698,10,L ,,,,,,,,,,,,,,,,,,,74,20161104,2017,CHI,NYK,1500.377907,1397.859245,0.7623834,0.2376166,104,117,NewYork,32,24,28,33,255,105,34,24,23,-320,210,-7.5,A,2698,10,L ,,,,,,,,,,,,,,,,,,
75,75,20161104,2017,DAL,POR,1476.718672,1554.873717,0.531396056,0.468603944,95,105,Portland,26,29,24,26,-135,0,26,24,19,115,208,2,A,2699,2,L ,,,,,,,,,,,,,,,,,,,75,20161104,2017,DAL,POR,1476.718672,1554.873717,0.531396056,0.468603944,95,105,Portland,26,29,24,26,-135,0,26,24,19,115,208,2,A,2699,2,L ,,,,,,,,,,,,,,,,,,
77,77,20161104,2017,LAL,GSW,1357.908479,1703.372621,0.195760493,0.804239507,117,97,GoldenState,15,34,33,15,-900,13.5,41,28,24,600,228.5,11.5,H,2700,0,W ,,,,,,,,,,,,,,,,,,,77,20161104,2017,LAL,GSW,1357.908479,1703.372621,0.195760493,0.804239507,117,97,GoldenState,15,34,33,15,-900,13.5,41,28,24,600,228.5,11.5,H,2700,0,W ,,,,,,,,,,,,,,,,,,
72,72,20161104,2017,MEM,LAC,1445.227527,1600.498085,0.421123527,0.578876473,88,99,LAClippers,23,30,23,23,-235,97,15,22,31,195,197.5,5.5,A,2701,1,L ,,,,,,,,,,,,,,,,,,,72,20161104,2017,MEM,LAC,1445.227527,1600.498085,0.421123527,0.578876473,88,99,LAClippers,23,30,23,23,-235,97,15,22,31,195,197.5,5.5,A,2701,1,L ,,,,,,,,,,,,,,,,,,
73,73,20161104,2017,NOP,PHO,1379.641628,1375.292815,0.645811876,0.354188124,111,112,Phoenix,30,28,23,21,125,109.5,32,18,23,-145,210.5,-2.5,A,2702,10,L ,,,,,,,,,,,,,,,,,,,73,20161104,2017,NOP,PHO,1379.641628,1375.292815,0.645811876,0.354188124,111,112,Phoenix,30,28,23,21,125,109.5,32,18,23,-145,210.5,-2.5,A,2702,10,L ,,,,,,,,,,,,,,,,,,
71,71,20161104,2017,TOR,MIA,1584.851294,1571.20969,0.65795037,0.34204963,96,87,Miami,27,19,26,15,240,101,27,23,21,-300,202,-7,H,2703,1,W ,,,,,,,,,,,,,,,,,,,71,20161104,2017,TOR,MIA,1584.851294,1571.20969,0.65795037,0.34204963,96,87,Miami,27,19,26,15,240,101,27,23,21,-300,202,-7,H,2703,1,W ,,,,,,,,,,,,,,,,,,
76,76,20161104,2017,UTA,SAS,1559.423193,1706.792335,0.432249596,0.567750404,86,100,SanAntonio,27,26,29,18,-165,97,24,25,20,145,183.5,3.5,A,2704,2,L ,,,,,,,,,,,,,,,,,,,76,20161104,2017,UTA,SAS,1559.423193,1706.792335,0.432249596,0.567750404,86,100,SanAntonio,27,26,29,18,-165,97,24,25,20,145,183.5,3.5,A,2704,2,L ,,,,,,,,,,,,,,,,,,
69,69,20161104,2017,WAS,ATL,1496.255633,1570.905514,0.536417153,0.463582847,95,92,Atlanta,19,16,28,29,100,4,29,23,24,-120,205,-1.5,H,2705,4,W ,,,,,,,,,,,,,,,,,,,69,20161104,2017,WAS,ATL,1496.255633,1570.905514,0.536417153,0.463582847,95,92,Atlanta,19,16,28,29,100,4,29,23,24,-120,205,-1.5,H,2705,4,W ,,,,,,,,,,,,,,,,,,
83,83,20161105,2017,ATL,HOU,1565.825117,1543.726401,0.668820837,0.331179163,112,97,Houston,30,29,25,13,135,107.5,35,28,19,-155,218,-3.5,H,2706,7,W ,,,,,,,,,,,,,,,,,,,83,20161105,2017,ATL,HOU,1565.825117,1543.726401,0.668820837,0.331179163,112,97,Houston,30,29,25,13,135,107.5,35,28,19,-155,218,-3.5,H,2706,7,W ,,,,,,,,,,,,,,,,,,
79,79,20161105,2017,DET,DEN,1499.856983,1456.088651,0.695846599,0.304153401,103,86,Denver,12,32,23,19,170,97.5,22,26,26,-200,201,-4.5,H,2707,0,W ,,,,,,,,,,,,,,,,,,,79,20161105,2017,DET,DEN,1499.856983,1456.088651,0.695846599,0.304153401,103,86,Denver,12,32,23,19,170,97.5,22,26,26,-200,201,-4.5,H,2707,0,W ,,,,,,,,,,,,,,,,,,
82,82,20161105,2017,IND,CHI,1500.28417,1478.083195,0.66895121,0.33104879,111,94,Chicago,15,28,21,30,145,3.5,31,26,23,-165,209.5,-3.5,H,2708,0,W ,,,,,,,,,,,,,,,,,,,82,20161105,2017,IND,CHI,1500.28417,1478.083195,0.66895121,0.33104879,111,94,Chicago,15,28,21,30,145,3.5,31,26,23,-165,209.5,-3.5,H,2708,0,W ,,,,,,,,,,,,,,,,,,
84,84,20161105,2017,MIL,SAC,1430.297854,1447.095867,0.617499698,0.382500302,117,91,Sacramento,24,24,15,28,145,2.5,27,29,27,-165,202.5,-3.5,H,2709,0,W ,,,,,,,,,,,,,,,,,,,84,20161105,2017,MIL,SAC,1430.297854,1447.095867,0.617499698,0.382500302,117,91,Sacramento,24,24,15,28,145,2.5,27,29,27,-165,202.5,-3.5,H,2709,0,W ,,,,,,,,,,,,,,,,,,
78,78,20161105,2017,OKC,MIN,1680.453966,1438.617227,0.877371435,0.122628565,112,92,Minnesota,25,28,19,20,170,103,27,31,22,-200,209.5,-4.5,H,2710,2,W ,,,,,,,,,,,,,,,,,,,78,20161105,2017,OKC,MIN,1680.453966,1438.617227,0.877371435,0.122628565,112,92,Minnesota,25,28,19,20,170,103,27,31,22,-200,209.5,-4.5,H,2710,2,W ,,,,,,,,,,,,,,,,,,
81,81,20161105,2017,ORL,WAS,1441.727661,1501.336031,0.557867758,0.442132242,88,86,Washington,24,26,20,16,220,99,20,21,27,-270,201,-6.5,H,2711,6,W ,,,,,,,,,,,,,,,,,,,81,20161105,2017,ORL,WAS,1441.727661,1501.336031,0.557867758,0.442132242,88,86,Washington,24,26,20,16,220,99,20,21,27,-270,201,-6.5,H,2711,6,W ,,,,,,,,,,,,,,,,,,
80,80,20161105,2017,PHI,CLE,1261.417388,1710.136993,0.118429053,0.881570947,101,102,Cleveland,34,23,25,20,-1000,3,27,34,21,700,210,12,A,2712,12,L ,,,,,,,,,,,,,,,,,,,80,20161105,2017,PHI,CLE,1261.417388,1710.136993,0.118429053,0.881570947,101,102,Cleveland,34,23,25,20,-1000,3,27,34,21,700,210,12,A,2712,12,L ,,,,,,,,,,,,,,,,,,
85,85,20161105,2017,SAS,LAC,1717.505281,1609.379663,0.7681808,0.2318192,92,116,LAClippers,39,34,16,27,170,99.5,31,17,20,-200,197.5,-4.5,A,2713,1,L ,,,,,,,,,,,,,,,,,,,85,20161105,2017,SAS,LAC,1717.505281,1609.379663,0.7681808,0.2318192,92,116,LAClippers,39,34,16,27,170,99.5,31,17,20,-200,197.5,-4.5,A,2713,1,L ,,,,,,,,,,,,,,,,,,
90,90,20161106,2017,BOS,DEN,1549.041948,1448.097583,0.760737804,0.239262196,107,123,Denver,42,35,26,20,270,105,29,31,24,-330,212.5,-7,A,2714,1,L ,,,,,,,,,,,,,,,,,,,90,20161106,2017,BOS,DEN,1549.041948,1448.097583,0.760737804,0.239262196,107,123,Denver,42,35,26,20,270,105,29,31,24,-330,212.5,-7,A,2714,1,L ,,,,,,,,,,,,,,,,,,
89,89,20161106,2017,DAL,MIL,1465.493356,1444.440575,0.667485861,0.332514139,86,75,Milwaukee,27,12,17,18,135,1.5,28,12,15,-155,199.5,-3,H,2715,5,W ,,,,,,,,,,,,,,,,,,,89,20161106,2017,DAL,MIL,1465.493356,1444.440575,0.667485861,0.332514139,86,75,Milwaukee,27,12,17,18,135,1.5,28,12,15,-155,199.5,-3,H,2715,5,W ,,,,,,,,,,,,,,,,,,
91,91,20161106,2017,LAL,PHO,1390.693916,1380.988951,0.652832347,0.347167653,119,108,Phoenix,15,28,33,32,155,1.5,31,29,36,-175,216,-4,H,2716,4,W ,,,,,,,,,,,,,,,,,,,91,20161106,2017,LAL,PHO,1390.693916,1380.988951,0.652832347,0.347167653,119,108,Phoenix,15,28,33,32,155,1.5,31,29,36,-175,216,-4,H,2716,4,W ,,,,,,,,,,,,,,,,,,
87,87,20161106,2017,MEM,POR,1436.345949,1566.099033,0.457286234,0.542713766,94,100,Portland,25,22,29,24,-110,1,29,26,17,-110,204.5,0,A,2717,13,L ,,,,,,,,,,,,,,,,,,,87,20161106,2017,MEM,POR,1436.345949,1566.099033,0.457286234,0.542713766,94,100,Portland,25,22,29,24,-110,1,29,26,17,-110,204.5,0,A,2717,13,L ,,,,,,,,,,,,,,,,,,
86,86,20161106,2017,NYK,UTA,1420.153957,1548.710247,0.458996487,0.541003513,109,114,Utah,20,29,29,36,-140,2.5,24,26,29,120,193,2.5,A,2718,6,L ,,,,,,,,,,,,,,,,,,,86,20161106,2017,NYK,UTA,1420.153957,1548.710247,0.458996487,0.541003513,109,114,Utah,20,29,29,36,-140,2.5,24,26,29,120,193,2.5,A,2718,6,L ,,,,,,,,,,,,,,,,,,
88,88,20161106,2017,TOR,SAC,1590.955267,1432.953146,0.815353653,0.184646347,91,96,Sacramento,20,24,24,28,270,101,27,16,25,-330,197.5,-7,A,2719,8,L ,,,,,,,,,,,,,,,,,,,88,20161106,2017,TOR,SAC,1590.955267,1432.953146,0.815353653,0.184646347,91,96,Sacramento,20,24,24,28,270,101,27,16,25,-330,197.5,-7,A,2719,8,L ,,,,,,,,,,,,,,,,,,
95,95,20161107,2017,CHI,ORL,1469.248796,1445.866566,0.67045534,0.32954466,112,80,Orlando,24,28,11,17,240,98,24,27,24,-300,198.5,-7,H,2720,3,W ,,,,,,,,,,,,,,,,,,,95,20161107,2017,CHI,ORL,1469.248796,1445.866566,0.67045534,0.32954466,112,80,Orlando,24,28,11,17,240,98,24,27,24,-300,198.5,-7,H,2720,3,W ,,,,,,,,,,,,,,,,,,
94,94,20161107,2017,CHO,IND,1561.446564,1509.118569,0.706173276,0.293826724,122,100,Indiana,34,21,23,22,120,5,32,24,23,-140,205,-2.5,H,2721,1,W ,,,,,,,,,,,,,,,,,,,94,20161107,2017,CHO,IND,1561.446564,1509.118569,0.706173276,0.293826724,122,100,Indiana,34,21,23,22,120,5,32,24,23,-140,205,-2.5,H,2721,1,W ,,,,,,,,,,,,,,,,,,
98,98,20161107,2017,GSW,NOP,1670.587184,1373.945492,0.90748054,0.09251946,116,106,NewOrleans,24,25,29,28,1700,107.5,35,21,32,-5000,220.5,-16.5,H,2722,9,W ,,,,,,,,,,,,,,,,,,,98,20161107,2017,GSW,NOP,1670.587184,1373.945492,0.90748054,0.09251946,116,106,NewOrleans,24,25,29,28,1700,107.5,35,21,32,-5000,220.5,-16.5,H,2722,9,W ,,,,,,,,,,,,,,,,,,
97,97,20161107,2017,LAC,DET,1643.70524,1507.848051,0.79538614,0.20461386,114,82,Detroit,15,17,21,29,305,3,29,29,23,-375,196.5,-8,H,2723,2,W ,,,,,,,,,,,,,,,,,,,97,20161107,2017,LAC,DET,1643.70524,1507.848051,0.79538614,0.20461386,114,82,Detroit,15,17,21,29,305,3,29,29,23,-375,196.5,-8,H,2723,2,W ,,,,,,,,,,,,,,,,,,
96,96,20161107,2017,OKC,MIA,1683.608637,1565.105716,0.778647833,0.221352167,97,85,Miami,28,19,14,24,190,99,16,28,14,-230,203,-5.5,H,2724,1,W ,,,,,,,,,,,,,,,,,,,96,20161107,2017,OKC,MIA,1683.608637,1565.105716,0.778647833,0.221352167,97,85,Miami,28,19,14,24,190,99,16,28,14,-230,203,-5.5,H,2724,1,W ,,,,,,,,,,,,,,,,,,
93,93,20161107,2017,PHI,UTA,1260.668852,1555.02622,0.246231908,0.753768092,84,109,Utah,30,22,25,32,-200,0,19,18,23,170,189.5,5,A,2725,8,L ,,,,,,,,,,,,,,,,,,,93,20161107,2017,PHI,UTA,1260.668852,1555.02622,0.246231908,0.753768092,84,109,Utah,30,22,25,32,-200,0,19,18,23,170,189.5,5,A,2725,8,L ,,,,,,,,,,,,,,,,,,
92,92,20161107,2017,WAS,HOU,1497.197126,1535.602317,0.587724922,0.412275078,106,114,Houston,23,33,28,30,-105,108,17,36,23,-115,220.5,0,A,2726,25,L ,,,,,,,,,,,,,,,,,,,92,20161107,2017,WAS,HOU,1497.197126,1535.602317,0.587724922,0.412275078,106,114,Houston,23,33,28,30,-105,108,17,36,23,-115,220.5,0,A,2726,25,L ,,,,,,,,,,,,,,,,,,
100,100,20161108,2017,BRK,MIN,1340.820822,1435.462556,0.507710553,0.492289447,119,110,Minnesota,33,32,19,26,-185,4,33,22,31,165,208,4.5,H,2727,6,W ,,,,,,,,,,,,,,,,,,,100,20161108,2017,BRK,MIN,1340.820822,1435.462556,0.507710553,0.492289447,119,110,Minnesota,33,32,19,26,-185,4,33,22,31,165,208,4.5,H,2727,6,W ,,,,,,,,,,,,,,,,,,
99,99,20161108,2017,CLE,ATL,1710.885529,1573.949201,0.796395275,0.203604725,106,110,Atlanta,20,33,31,26,300,108.5,22,37,27,-360,208,-7.5,A,2728,12,L ,,,,,,,,,,,,,,,,,,,99,20161108,2017,CLE,ATL,1710.885529,1573.949201,0.796395275,0.203604725,106,110,Atlanta,20,33,31,26,300,108.5,22,37,27,-360,208,-7.5,A,2728,12,L ,,,,,,,,,,,,,,,,,,
104,104,20161108,2017,LAL,DAL,1397.722628,1472.169676,0.536707492,0.463292508,97,109,Dallas,25,33,25,26,165,101,27,23,20,-185,203.5,-4.5,A,2729,5,L ,,,,,,,,,,,,,,,,,,,104,20161108,2017,LAL,DAL,1397.722628,1472.169676,0.536707492,0.463292508,97,109,Dallas,25,33,25,26,165,101,27,23,20,-185,203.5,-4.5,A,2729,5,L ,,,,,,,,,,,,,,,,,,
101,101,20161108,2017,MEM,DEN,1429.438229,1473.584546,0.579694556,0.420305444,108,107,Denver,26,30,20,31,145,98,30,23,29,-165,202,-3.5,H,2730,17,W ,,,,,,,,,,,,,,,,,,,101,20161108,2017,MEM,DEN,1429.438229,1473.584546,0.579694556,0.420305444,108,107,Denver,26,30,20,31,145,98,30,23,29,-165,202,-3.5,H,2730,17,W ,,,,,,,,,,,,,,,,,,
102,102,20161108,2017,POR,PHO,1573.006752,1373.960239,0.848315525,0.151684475,124,121,Phoenix,25,30,27,39,330,115.5,21,26,35,-400,220,-8.5,H,2731,0,W ,,,,,,,,,,,,,,,,,,,102,20161108,2017,POR,PHO,1573.006752,1373.960239,0.848315525,0.151684475,124,121,Phoenix,25,30,27,39,330,115.5,21,26,35,-400,220,-8.5,H,2731,0,W ,,,,,,,,,,,,,,,,,,
103,103,20161108,2017,SAC,NOP,1447.413736,1372.487795,0.732423749,0.267576251,102,94,NewOrleans,26,20,24,24,240,101.5,20,23,26,-280,205,-6.5,H,2732,0,W ,,,,,,,,,,,,,,,,,,,103,20161108,2017,SAC,NOP,1447.413736,1372.487795,0.732423749,0.267576251,102,94,NewOrleans,26,20,24,24,240,101.5,20,23,26,-280,205,-6.5,H,2732,0,W ,,,,,,,,,,,,,,,,,,
110,110,20161109,2017,ATL,CHI,1586.37857,1482.997318,0.763281747,0.236718253,115,107,Chicago,27,34,27,19,140,100,33,26,21,-160,203,-3.5,H,2733,9,W ,,,,,,,,,,,,,,,,,,,110,20161109,2017,ATL,CHI,1586.37857,1482.997318,0.763281747,0.236718253,115,107,Chicago,27,34,27,19,140,100,33,26,21,-160,203,-3.5,H,2733,9,W ,,,,,,,,,,,,,,,,,,
108,108,20161109,2017,CHO,UTA,1570.618741,1563.197213,0.64984729,0.35015271,104,98,Utah,32,26,20,20,130,100.5,27,25,28,-150,193,-3,H,2734,10,W ,,,,,,,,,,,,,,,,,,,108,20161109,2017,CHO,UTA,1570.618741,1563.197213,0.64984729,0.35015271,104,98,Utah,32,26,20,20,130,100.5,27,25,28,-150,193,-3,H,2734,10,W ,,,,,,,,,,,,,,,,,,
114,114,20161109,2017,GSW,DAL,1672.044882,1484.920827,0.839271671,0.160728329,116,95,Dallas,15,21,32,27,1900,99,33,17,32,-9000,206,-18.5,H,2735,0,W ,,,,,,,,,,,,,,,,,,,114,20161109,2017,GSW,DAL,1672.044882,1484.920827,0.839271671,0.160728329,116,95,Dallas,15,21,32,27,1900,99,33,17,32,-9000,206,-18.5,H,2735,0,W ,,,,,,,,,,,,,,,,,,
107,107,20161109,2017,IND,PHI,1499.946392,1252.497859,0.880804903,0.119195097,122,115,Philadelphia,26,34,24,25,650,103.5,23,30,25,-1000,213,-11.5,H,2736,15,W ,,,,,,,,,,,,,,,,,,,107,20161109,2017,IND,PHI,1499.946392,1252.497859,0.880804903,0.119195097,122,115,Philadelphia,26,34,24,25,650,103.5,23,30,25,-1000,213,-11.5,H,2736,15,W ,,,,,,,,,,,,,,,,,,
115,115,20161109,2017,LAC,POR,1651.595497,1574.375352,0.73500399,0.26499601,111,80,Portland,16,16,18,30,500,0.5,25,32,18,-700,210,-10.5,H,2737,0,W ,,,,,,,,,,,,,,,,,,,115,20161109,2017,LAC,POR,1651.595497,1574.375352,0.73500399,0.26499601,111,80,Portland,16,16,18,30,500,0.5,25,32,18,-700,210,-10.5,H,2737,0,W ,,,,,,,,,,,,,,,,,,
109,109,20161109,2017,NYK,BRK,1413.837985,1350.363638,0.71930847,0.28069153,110,96,Brooklyn,29,26,16,25,300,106,31,22,38,-360,215,-8,H,2738,4,W ,,,,,,,,,,,,,,,,,,,109,20161109,2017,NYK,BRK,1413.837985,1350.363638,0.71930847,0.28069153,110,96,Brooklyn,29,26,16,25,300,106,31,22,38,-360,215,-8,H,2738,4,W ,,,,,,,,,,,,,,,,,,
111,111,20161109,2017,OKC,TOR,1687.993547,1576.494677,0.771620718,0.228379282,102,112,Toronto,20,42,26,24,135,101,28,20,27,-155,203.5,-3.5,A,2739,3,L ,,,,,,,,,,,,,,,,,,,111,20161109,2017,OKC,TOR,1687.993547,1576.494677,0.771620718,0.228379282,102,112,Toronto,20,42,26,24,135,101,28,20,27,-155,203.5,-3.5,A,2739,3,L ,,,,,,,,,,,,,,,,,,
106,106,20161109,2017,ORL,MIN,1432.118043,1425.919739,0.648243353,0.351756647,107,123,Minnesota,39,35,23,26,120,95.5,30,30,30,-140,201.5,-2.5,A,2740,0,L ,,,,,,,,,,,,,,,,,,,106,20161109,2017,ORL,MIN,1432.118043,1425.919739,0.648243353,0.351756647,107,123,Minnesota,39,35,23,26,120,95.5,30,30,30,-140,201.5,-2.5,A,2740,0,L ,,,,,,,,,,,,,,,,,,
112,112,20161109,2017,PHO,DET,1372.59164,1499.957794,0.460698182,0.539301818,107,100,Detroit,28,23,25,24,-180,5.5,35,27,26,160,206,4.5,H,2741,16,W ,,,,,,,,,,,,,,,,,,,112,20161109,2017,PHO,DET,1372.59164,1499.957794,0.460698182,0.539301818,107,100,Detroit,28,23,25,24,-180,5.5,35,27,26,160,206,4.5,H,2741,16,W ,,,,,,,,,,,,,,,,,,
113,113,20161109,2017,SAS,HOU,1683.179704,1546.827733,0.795849286,0.204150714,99,101,Houston,33,30,22,16,350,103.5,36,20,19,-420,211.5,-8.5,A,2742,14,L ,,,,,,,,,,,,,,,,,,,113,20161109,2017,SAS,HOU,1683.179704,1546.827733,0.795849286,0.204150714,99,101,Houston,33,30,22,16,350,103.5,36,20,19,-420,211.5,-8.5,A,2742,14,L ,,,,,,,,,,,,,,,,,,
